plotfile,time_s,time_us,thrust_N
plt00000,0.0,0.0,0.0
plt01000,9.990999999999804e-08,0.09990999999999804,1.435841053945725e-28
plt02000,1.99910000000003e-07,0.199910000000003,3.845447231316648e-28
plt03000,2.999100000000105e-07,0.2999100000000105,6.286136560307676e-28
plt04000,3.9991000000001804e-07,0.39991000000001803,8.852971962027878e-28
plt05000,4.999100000000256e-07,0.49991000000002556,9.652827132253966e-28
plt06000,5.999100000000331e-07,0.599910000000033,1.0969744670529313e-27
plt07000,6.999100000000406e-07,0.6999100000000406,1.3210898630375566e-27
plt08000,7.999100000000481e-07,0.7999100000000481,1.6722335958017954e-27
plt09000,8.999100000000556e-07,0.8999100000000556,2.1214507619561005e-27
plt10000,9.999100000000631e-07,0.9999100000000631,2.7615932895373906e-27
plt11000,1.0999100000000706e-06,1.0999100000000706,3.135456194023993e-27
plt12000,1.1999100000000781e-06,1.1999100000000782,3.886692409232962e-27
plt13000,1.2999100000000857e-06,1.2999100000000856,5.223172755326864e-27
plt14000,1.3999100000000932e-06,1.3999100000000932,5.818711602042725e-27
plt15000,1.4999100000001007e-06,1.4999100000001007,7.157809060997132e-27
plt16000,1.5999100000001082e-06,1.5999100000001083,8.129349872151468e-27
plt17000,1.6999100000001157e-06,1.6999100000001157,9.514869137025579e-27
plt18000,1.7999100000001232e-06,1.7999100000001231,1.0356600790284877e-26
plt19000,1.8999100000001307e-06,1.8999100000001308,12.642869653726619
plt20000,1.9999099999999424e-06,1.9999099999999423,151.964423592561
plt21000,2.099909999999738e-06,2.099909999999738,265.7218143815502
plt22000,2.199909999999534e-06,2.1999099999995337,426.3814631359026
plt23000,2.2999099999993296e-06,2.2999099999993295,610.9201148239513
plt24000,2.3999099999991254e-06,2.3999099999991254,738.7350811620721
plt25000,2.499909999998921e-06,2.499909999998921,792.4826629224538
plt26000,2.599909999998717e-06,2.599909999998717,744.0438954117747
plt27000,2.6999099999985127e-06,2.6999099999985128,540.2922911639631
plt28000,2.7999099999983084e-06,2.7999099999983086,432.3527140760688
plt29000,2.899909999998104e-06,2.899909999998104,426.0484540964308
plt30000,2.9999099999979e-06,2.9999099999978998,432.3114418323172
plt31000,3.0999099999976957e-06,3.0999099999976956,415.3255337996245
plt32000,3.1999099999974914e-06,3.1999099999974914,380.793050782591
plt33000,3.299909999997287e-06,3.299909999997287,313.7951395896381
plt34000,3.399909999997083e-06,3.399909999997083,248.65875092045852
plt35000,3.4999099999968787e-06,3.499909999996879,209.8090686799882
plt36000,3.5999099999966744e-06,3.5999099999966746,179.92429801150422
plt37000,3.69990999999647e-06,3.6999099999964704,152.7293730189921
plt38000,3.799909999996266e-06,3.7999099999962658,127.11123814507991
plt39000,3.8999099999964225e-06,3.8999099999964226,95.43912793197246
plt40000,3.999909999996642e-06,3.9999099999966417,82.78937864166488
plt40001,4e-06,4.0,82.78997074442287
