iteration,geo.Z,geo.X,geo.H,geo.W,thrust_avg,thrust_std,thrust_max,thrust_min
LHS_1,0.09587831406077628,0.3032010910276192,0.19339447543430238,0.09336342303114124,187.21576563139786,237.4417913261535,792.4826629224538,0.0
LHS_2,0.0858917184172333,0.40063232753011574,0.16207962266532042,0.14772060357875327,144.2570830146013,155.61179809916754,512.1394692661144,0.0
LHS_3,0.13414088558462875,0.48052363288372907,0.14378319773996381,0.138992032259583,135.85731714070388,134.153481691353,424.0299928425868,0.0
